group,fine_class,index,pred,second_choice,u,tau,margin_below_tau,max_logit,max_softmax,plausible_targets,map_label
far,clock,5690,airplane,ship,-7.25595,-5.77559,1.48036,7.25595,0.991547,-,surprising
near,wolf,6746,cat,dog,-7.25584,-5.77559,1.48025,7.25584,0.930538,dog,surprising
far,bottle,5686,cat,automobile,-7.25178,-5.77559,1.47619,7.25178,0.989572,-,surprising
near,wolf,6433,cat,dog,-7.24714,-5.77559,1.47155,7.24714,0.978367,dog,surprising
near,tractor,7507,truck,frog,-7.24445,-5.77559,1.46886,7.24445,0.98723,automobile/truck,plausible
near,tractor,995,truck,automobile,-7.23856,-5.77559,1.46297,7.23856,0.99513,automobile/truck,plausible
near,fox,242,horse,frog,-7.23674,-5.77559,1.46115,7.23674,0.990627,dog/cat,surprising
near,pickup_truck,1145,automobile,truck,-7.22622,-5.77559,1.45063,7.22622,0.724133,automobile/truck,plausible
near,fox,4004,cat,deer,-7.22427,-5.77559,1.44868,7.22427,0.942714,dog/cat,plausible
far,wardrobe,7437,truck,cat,-7.22372,-5.77559,1.44813,7.22372,0.947251,-,surprising
near,motorcycle,3732,truck,horse,-7.2174,-5.77559,1.44181,7.2174,0.981883,automobile/truck,plausible
near,leopard,9406,cat,frog,-7.2085,-5.77559,1.43291,7.2085,0.954378,cat,plausible
near,fox,7279,cat,truck,-7.20587,-5.77559,1.43028,7.20587,0.992814,dog/cat,plausible
far,chair,9600,airplane,bird,-7.20575,-5.77559,1.43016,7.20575,0.986033,-,surprising
near,pickup_truck,9871,truck,automobile,-7.1986,-5.77559,1.42301,7.1986,0.938096,automobile/truck,plausible
far,mushroom,1032,bird,frog,-7.19562,-5.77559,1.42003,7.19562,0.972968,-,surprising
far,clock,1927,truck,automobile,-7.19189,-5.77559,1.4163,7.19189,0.861004,-,surprising
near,pickup_truck,5932,truck,automobile,-7.18478,-5.77559,1.40919,7.18478,0.932116,automobile/truck,plausible
far,mushroom,3039,cat,frog,-7.18285,-5.77559,1.40726,7.18285,0.969263,-,surprising
near,fox,8150,cat,horse,-7.18215,-5.77559,1.40656,7.18215,0.991627,dog/cat,plausible
near,tractor,9039,truck,cat,-7.18186,-5.77559,1.40627,7.18186,0.994668,automobile/truck,plausible
near,fox,3644,deer,cat,-7.17784,-5.77559,1.40225,7.17784,0.989151,dog/cat,surprising
far,sunflower,9256,bird,cat,-7.17174,-5.77559,1.39615,7.17174,0.976725,-,surprising
near,tractor,2123,truck,ship,-7.17092,-5.77559,1.39533,7.17092,0.99519,automobile/truck,plausible
far,clock,2223,automobile,ship,-7.16833,-5.77559,1.39274,7.16833,0.919499,-,surprising
far,keyboard,1546,cat,frog,-7.16809,-5.77559,1.3925,7.16809,0.987548,-,surprising
far,keyboard,4999,cat,bird,-7.16729,-5.77559,1.3917,7.16729,0.980874,-,surprising
near,fox,2336,deer,dog,-7.16498,-5.77559,1.38939,7.16498,0.986599,dog/cat,surprising
far,wardrobe,8757,truck,cat,-7.15876,-5.77559,1.38317,7.15876,0.963644,-,surprising
near,fox,1799,deer,cat,-7.15714,-5.77559,1.38155,7.15714,0.962528,dog/cat,surprising
far,keyboard,9262,automobile,ship,-7.15692,-5.77559,1.38133,7.15692,0.981287,-,surprising
near,camel,7200,bird,cat,-7.15621,-5.77559,1.38062,7.15621,0.98556,horse/deer,surprising
near,tractor,2144,truck,automobile,-7.15065,-5.77559,1.37506,7.15065,0.994728,automobile/truck,plausible
far,bowl,427,automobile,ship,-7.13226,-5.77559,1.35667,7.13226,0.975796,-,surprising
far,bottle,4334,cat,bird,-7.13039,-5.77559,1.3548,7.13039,0.927415,-,surprising
near,fox,4313,cat,dog,-7.12792,-5.77559,1.35233,7.12792,0.98557,dog/cat,plausible
near,fox,3908,dog,cat,-7.12429,-5.77559,1.3487,7.12429,0.883269,dog/cat,plausible
far,sunflower,5181,cat,dog,-7.12414,-5.77559,1.34855,7.12414,0.988006,-,surprising
far,wardrobe,220,truck,ship,-7.11496,-5.77559,1.33937,7.11496,0.976123,-,surprising
near,fox,1425,deer,bird,-7.10884,-5.77559,1.33325,7.10884,0.965304,dog/cat,surprising
near,fox,4754,deer,cat,-7.10686,-5.77559,1.33127,7.10686,0.988731,dog/cat,surprising
near,wolf,7582,deer,dog,-7.1053,-5.77559,1.32971,7.1053,0.978659,dog,surprising
far,keyboard,4670,airplane,truck,-7.10193,-5.77559,1.32633,7.10193,0.993317,-,surprising
near,camel,8780,horse,deer,-7.09048,-5.77559,1.31489,7.09048,0.993237,horse/deer,plausible
far,chair,1947,airplane,horse,-7.08892,-5.77559,1.31333,7.08892,0.993372,-,surprising
near,tractor,4610,truck,automobile,-7.08345,-5.77559,1.30786,7.08345,0.985685,automobile/truck,plausible
near,motorcycle,9276,airplane,horse,-7.07612,-5.77559,1.30053,7.07612,0.965684,automobile/truck,surprising
near,motorcycle,2082,automobile,airplane,-7.07298,-5.77559,1.29739,7.07298,0.971476,automobile/truck,plausible
near,wolf,7125,cat,dog,-7.07207,-5.77559,1.29648,7.07207,0.906445,dog,surprising
near,camel,1184,deer,horse,-7.06719,-5.77559,1.2916,7.06719,0.906282,horse/deer,plausible
near,motorcycle,6449,automobile,truck,-7.06696,-5.77559,1.29137,7.06696,0.990835,automobile/truck,plausible
near,leopard,2647,bird,frog,-7.06654,-5.77559,1.29095,7.06654,0.694781,cat,surprising
far,sunflower,1231,bird,cat,-7.05871,-5.77559,1.28312,7.05871,0.961463,-,surprising
far,clock,6267,automobile,bird,-7.05421,-5.77559,1.27862,7.05421,0.99036,-,surprising
near,camel,8648,bird,horse,-7.05108,-5.77559,1.27549,7.05108,0.994875,horse/deer,surprising
far,mushroom,8962,bird,cat,-7.05045,-5.77559,1.27486,7.05045,0.967482,-,surprising
far,bottle,3350,ship,cat,-7.04264,-5.77559,1.26705,7.04264,0.991724,-,surprising
near,leopard,7412,frog,cat,-7.04181,-5.77559,1.26622,7.04181,0.949105,cat,surprising
near,wolf,3663,cat,deer,-7.03615,-5.77559,1.26056,7.03615,0.986024,dog,surprising
near,wolf,8535,dog,cat,-7.03575,-5.77559,1.26016,7.03575,0.884889,dog,plausible
far,clock,1806,frog,cat,-7.03574,-5.77559,1.26015,7.03574,0.945451,-,surprising
near,leopard,8695,frog,cat,-7.02236,-5.77559,1.24677,7.02236,0.97302,cat,surprising
far,chair,2386,cat,airplane,-7.01299,-5.77559,1.23739,7.01299,0.994587,-,surprising
near,wolf,4283,cat,dog,-7.00984,-5.77559,1.23425,7.00984,0.973424,dog,surprising
near,wolf,7561,cat,bird,-6.99856,-5.77559,1.22297,6.99856,0.926569,dog,surprising
far,chair,4668,airplane,horse,-6.99776,-5.77559,1.22217,6.99776,0.992421,-,surprising
near,tractor,8329,truck,automobile,-6.99613,-5.77559,1.22054,6.99613,0.961349,automobile/truck,plausible
far,sunflower,7776,bird,dog,-6.99213,-5.77559,1.21654,6.99213,0.97966,-,surprising
far,chair,880,cat,ship,-6.9919,-5.77559,1.21631,6.9919,0.988624,-,surprising
near,leopard,6767,frog,cat,-6.98247,-5.77559,1.20688,6.98247,0.918898,cat,surprising
far,mushroom,7356,cat,dog,-6.98154,-5.77559,1.20595,6.98154,0.977953,-,surprising
near,pickup_truck,8944,automobile,airplane,-6.97595,-5.77559,1.20036,6.97595,0.986587,automobile/truck,plausible
far,chair,9003,airplane,bird,-6.97417,-5.77559,1.19858,6.97417,0.987673,-,surprising
near,fox,4255,deer,horse,-6.97113,-5.77559,1.19554,6.97113,0.957221,dog/cat,surprising
near,leopard,3338,cat,deer,-6.9692,-5.77559,1.19361,6.9692,0.933883,cat,plausible
far,bowl,9795,airplane,cat,-6.96025,-5.77559,1.18466,6.96025,0.976096,-,surprising
far,keyboard,6510,truck,airplane,-6.96014,-5.77559,1.18455,6.96014,0.991916,-,surprising
near,fox,8731,cat,dog,-6.95896,-5.77559,1.18337,6.95896,0.60976,dog/cat,plausible
far,wardrobe,363,truck,ship,-6.94946,-5.77559,1.17387,6.94946,0.969755,-,surprising
far,wardrobe,4245,cat,ship,-6.94613,-5.77559,1.17054,6.94613,0.9114,-,surprising
near,wolf,3817,dog,cat,-6.94587,-5.77559,1.17028,6.94587,0.964987,dog,plausible
near,camel,2315,horse,bird,-6.94497,-5.77559,1.16937,6.94497,0.991825,horse/deer,plausible
far,bowl,6069,cat,automobile,-6.94249,-5.77559,1.1669,6.94249,0.98574,-,surprising
far,keyboard,7957,truck,cat,-6.9419,-5.77559,1.16631,6.9419,0.988651,-,surprising
near,camel,3831,horse,bird,-6.93642,-5.77559,1.16083,6.93642,0.97714,horse/deer,plausible
near,fox,5889,deer,dog,-6.93513,-5.77559,1.15954,6.93513,0.986753,dog/cat,surprising
near,wolf,7875,cat,bird,-6.92353,-5.77559,1.14793,6.92353,0.98741,dog,surprising
far,sunflower,2545,dog,cat,-6.91907,-5.77559,1.14348,6.91907,0.923259,-,surprising
far,bowl,588,ship,airplane,-6.91018,-5.77559,1.13459,6.91018,0.968349,-,surprising
far,clock,6508,bird,cat,-6.90376,-5.77559,1.12817,6.90376,0.974061,-,surprising
near,leopard,8454,cat,frog,-6.90043,-5.77559,1.12484,6.90043,0.970619,cat,plausible
far,keyboard,4838,automobile,airplane,-6.89383,-5.77559,1.11824,6.89383,0.980404,-,surprising
far,bowl,7345,ship,airplane,-6.89213,-5.77559,1.11654,6.89213,0.855702,-,surprising
near,motorcycle,9205,automobile,cat,-6.88308,-5.77559,1.10749,6.88308,0.972429,automobile/truck,plausible
near,wolf,6528,cat,dog,-6.87653,-5.77559,1.10094,6.87653,0.867244,dog,surprising
far,chair,3299,airplane,cat,-6.87108,-5.77559,1.09549,6.87108,0.989606,-,surprising
near,leopard,9936,cat,bird,-6.86786,-5.77559,1.09227,6.86786,0.96728,cat,plausible
far,keyboard,5740,ship,truck,-6.86538,-5.77559,1.08979,6.86538,0.987569,-,surprising
near,bus,4464,truck,ship,-6.86421,-5.77559,1.08862,6.86421,0.98844,automobile/truck,plausible
near,bus,4434,truck,automobile,-6.86286,-5.77559,1.08727,6.86286,0.992191,automobile/truck,plausible
near,fox,2891,cat,dog,-6.84721,-5.77559,1.07162,6.84721,0.982499,dog/cat,plausible
far,keyboard,3579,airplane,truck,-6.84506,-5.77559,1.06947,6.84506,0.992536,-,surprising
far,bowl,4386,frog,cat,-6.8449,-5.77559,1.06931,6.8449,0.975455,-,surprising
near,bus,1427,automobile,truck,-6.841,-5.77559,1.06541,6.841,0.971508,automobile/truck,plausible
far,chair,840,dog,cat,-6.83494,-5.77559,1.05935,6.83494,0.993381,-,surprising
near,tractor,8169,truck,airplane,-6.83122,-5.77559,1.05563,6.83122,0.987082,automobile/truck,plausible
near,leopard,4943,deer,frog,-6.8296,-5.77559,1.05401,6.8296,0.977302,cat,surprising
near,wolf,632,cat,dog,-6.82867,-5.77559,1.05308,6.82867,0.750582,dog,surprising
far,chair,7982,cat,truck,-6.81501,-5.77559,1.03942,6.81501,0.96042,-,surprising
far,bowl,2109,ship,automobile,-6.79633,-5.77559,1.02074,6.79633,0.991825,-,surprising
far,sunflower,8866,airplane,bird,-6.7948,-5.77559,1.01921,6.7948,0.886933,-,surprising
near,motorcycle,1321,truck,automobile,-6.79159,-5.77559,1.016,6.79159,0.923296,automobile/truck,plausible
far,bowl,6254,cat,automobile,-6.79059,-5.77559,1.015,6.79059,0.939006,-,surprising
near,leopard,7495,deer,dog,-6.78456,-5.77559,1.00896,6.78456,0.984826,cat,surprising
near,pickup_truck,1155,truck,automobile,-6.78432,-5.77559,1.00873,6.78432,0.868835,automobile/truck,plausible
near,camel,5519,horse,deer,-6.78146,-5.77559,1.00586,6.78146,0.921211,horse/deer,plausible
near,wolf,9886,dog,ship,-6.77982,-5.77559,1.00423,6.77982,0.986931,dog,plausible
far,mushroom,7181,bird,frog,-6.77949,-5.77559,1.0039,6.77949,0.662164,-,surprising
near,leopard,9998,frog,cat,-6.77376,-5.77559,0.998164,6.77376,0.969315,cat,surprising
far,bowl,3728,cat,bird,-6.7687,-5.77559,0.99311,6.7687,0.977872,-,surprising
near,fox,1403,deer,cat,-6.76295,-5.77559,0.987363,6.76295,0.502563,dog/cat,surprising
far,mushroom,1273,horse,bird,-6.75656,-5.77559,0.980966,6.75656,0.976993,-,surprising
far,bottle,1932,ship,cat,-6.7555,-5.77559,0.979905,6.7555,0.824432,-,surprising
near,wolf,214,cat,dog,-6.74909,-5.77559,0.973498,6.74909,0.982264,dog,surprising
near,fox,4703,cat,deer,-6.74523,-5.77559,0.969637,6.74523,0.9605,dog/cat,plausible
far,chair,1434,airplane,cat,-6.74312,-5.77559,0.967528,6.74312,0.986118,-,surprising
far,bowl,806,cat,frog,-6.74161,-5.77559,0.966018,6.74161,0.874089,-,surprising
far,clock,4859,cat,automobile,-6.74093,-5.77559,0.965342,6.74093,0.98943,-,surprising
near,wolf,3219,cat,dog,-6.73093,-5.77559,0.955336,6.73093,0.941064,dog,surprising
near,camel,2712,deer,horse,-6.72862,-5.77559,0.95303,6.72862,0.83672,horse/deer,plausible
near,tractor,652,truck,frog,-6.72642,-5.77559,0.950826,6.72642,0.986135,automobile/truck,plausible
far,keyboard,6777,ship,deer,-6.72252,-5.77559,0.946927,6.72252,0.970319,-,surprising
far,wardrobe,3149,truck,ship,-6.72034,-5.77559,0.944748,6.72034,0.982599,-,surprising
near,bus,2019,truck,automobile,-6.71929,-5.77559,0.9437,6.71929,0.911854,automobile/truck,plausible
near,motorcycle,615,frog,automobile,-6.71859,-5.77559,0.942996,6.71859,0.969168,automobile/truck,surprising
near,leopard,425,frog,cat,-6.71597,-5.77559,0.940383,6.71597,0.979528,cat,surprising
near,camel,1882,dog,frog,-6.71514,-5.77559,0.939554,6.71514,0.949288,horse/deer,surprising
far,clock,1428,automobile,ship,-6.70013,-5.77559,0.924536,6.70013,0.839208,-,surprising
far,bottle,52,bird,deer,-6.69803,-5.77559,0.922443,6.69803,0.98785,-,surprising
near,leopard,5328,deer,cat,-6.6866,-5.77559,0.911006,6.6866,0.976159,cat,surprising
near,leopard,1607,frog,cat,-6.68526,-5.77559,0.909666,6.68526,0.968498,cat,surprising
near,wolf,9768,cat,dog,-6.6835,-5.77559,0.907907,6.6835,0.97754,dog,surprising
near,leopard,5478,deer,frog,-6.68071,-5.77559,0.905118,6.68071,0.971869,cat,surprising
near,leopard,7407,cat,frog,-6.67517,-5.77559,0.899579,6.67517,0.910965,cat,plausible
far,wardrobe,9059,ship,cat,-6.66312,-5.77559,0.887526,6.66312,0.778402,-,surprising
near,bus,3701,truck,ship,-6.66241,-5.77559,0.886822,6.66241,0.897797,automobile/truck,plausible
far,chair,8666,bird,airplane,-6.6587,-5.77559,0.883108,6.6587,0.956097,-,surprising
far,wardrobe,7828,truck,cat,-6.65428,-5.77559,0.878685,6.65428,0.944711,-,surprising
far,mushroom,6194,cat,dog,-6.65389,-5.77559,0.878301,6.65389,0.7366,-,surprising
near,fox,1227,cat,horse,-6.65291,-5.77559,0.877316,6.65291,0.966879,dog/cat,plausible
near,camel,9266,dog,bird,-6.65277,-5.77559,0.877177,6.65277,0.961561,horse/deer,surprising
near,motorcycle,7110,airplane,bird,-6.65269,-5.77559,0.877098,6.65269,0.980421,automobile/truck,surprising
far,sunflower,611,dog,bird,-6.64609,-5.77559,0.870503,6.64609,0.755078,-,surprising
near,tractor,4663,truck,ship,-6.64361,-5.77559,0.868024,6.64361,0.985245,automobile/truck,plausible
far,bottle,9857,truck,automobile,-6.63606,-5.77559,0.860469,6.63606,0.901186,-,surprising
near,pickup_truck,8391,truck,automobile,-6.63602,-5.77559,0.860433,6.63602,0.932211,automobile/truck,plausible
near,motorcycle,790,automobile,truck,-6.63549,-5.77559,0.859897,6.63549,0.893158,automobile/truck,plausible
far,keyboard,8312,airplane,dog,-6.63531,-5.77559,0.859721,6.63531,0.984002,-,surprising
near,fox,4991,dog,deer,-6.63508,-5.77559,0.859492,6.63508,0.962614,dog/cat,plausible
far,bowl,1041,frog,cat,-6.63124,-5.77559,0.855645,6.63124,0.986612,-,surprising
near,motorcycle,7640,automobile,cat,-6.62884,-5.77559,0.853246,6.62884,0.987434,automobile/truck,plausible
far,wardrobe,1362,cat,dog,-6.62841,-5.77559,0.852823,6.62841,0.990582,-,surprising
far,wardrobe,734,cat,dog,-6.62525,-5.77559,0.849663,6.62525,0.976786,-,surprising
far,sunflower,6845,bird,dog,-6.61543,-5.77559,0.839843,6.61543,0.968809,-,surprising
near,fox,4277,dog,cat,-6.60741,-5.77559,0.831819,6.60741,0.871649,dog/cat,plausible
far,mushroom,8829,bird,cat,-6.60398,-5.77559,0.828384,6.60398,0.692921,-,surprising
far,mushroom,8505,bird,airplane,-6.6005,-5.77559,0.824912,6.6005,0.962476,-,surprising
far,mushroom,4968,deer,frog,-6.59385,-5.77559,0.818261,6.59385,0.971054,-,surprising
near,pickup_truck,5732,automobile,truck,-6.593,-5.77559,0.81741,6.593,0.971247,automobile/truck,plausible
near,leopard,7283,deer,frog,-6.5927,-5.77559,0.817107,6.5927,0.94402,cat,surprising
far,bottle,6018,airplane,bird,-6.58892,-5.77559,0.813331,6.58892,0.981446,-,surprising
near,fox,5084,deer,cat,-6.58324,-5.77559,0.807652,6.58324,0.82279,dog/cat,surprising
near,motorcycle,4461,airplane,automobile,-6.57546,-5.77559,0.799874,6.57546,0.978009,automobile/truck,surprising
near,motorcycle,7569,automobile,truck,-6.57229,-5.77559,0.796697,6.57229,0.980544,automobile/truck,plausible
near,fox,4341,airplane,dog,-6.57204,-5.77559,0.796454,6.57204,0.887315,dog/cat,surprising
far,wardrobe,3702,truck,ship,-6.5686,-5.77559,0.793011,6.5686,0.982954,-,surprising
far,keyboard,5577,frog,horse,-6.56596,-5.77559,0.790368,6.56596,0.975705,-,surprising
far,chair,4159,bird,frog,-6.56459,-5.77559,0.788998,6.56459,0.868385,-,surprising
far,sunflower,9907,frog,dog,-6.56411,-5.77559,0.788519,6.56411,0.984514,-,surprising
near,wolf,9346,dog,frog,-6.55699,-5.77559,0.781402,6.55699,0.978062,dog,plausible
near,bus,3478,truck,automobile,-6.54966,-5.77559,0.774065,6.54966,0.805278,automobile/truck,plausible
near,tractor,8026,airplane,truck,-6.54887,-5.77559,0.773279,6.54887,0.915546,automobile/truck,surprising
near,fox,1320,deer,dog,-6.5444,-5.77559,0.768814,6.5444,0.891884,dog/cat,surprising
near,tractor,6379,airplane,ship,-6.53879,-5.77559,0.763203,6.53879,0.94541,automobile/truck,surprising
near,leopard,274,frog,cat,-6.51762,-5.77559,0.742026,6.51762,0.988052,cat,surprising
near,tractor,6398,automobile,truck,-6.51722,-5.77559,0.741631,6.51722,0.968119,automobile/truck,plausible
far,sunflower,2038,truck,cat,-6.51177,-5.77559,0.736181,6.51177,0.98355,-,surprising
near,camel,5494,deer,horse,-6.5049,-5.77559,0.729312,6.5049,0.74131,horse/deer,plausible
far,bottle,6788,truck,horse,-6.50111,-5.77559,0.725524,6.50111,0.983169,-,surprising
far,wardrobe,647,cat,ship,-6.48984,-5.77559,0.714245,6.48984,0.985523,-,surprising
far,bowl,3348,frog,cat,-6.48379,-5.77559,0.708198,6.48379,0.969583,-,surprising
far,sunflower,8730,bird,airplane,-6.48341,-5.77559,0.707819,6.48341,0.959092,-,surprising
near,camel,769,airplane,ship,-6.48233,-5.77559,0.706737,6.48233,0.985779,horse/deer,surprising
near,tractor,8141,ship,truck,-6.48149,-5.77559,0.705902,6.48149,0.876237,automobile/truck,surprising
near,pickup_truck,1491,automobile,truck,-6.47907,-5.77559,0.703477,6.47907,0.953874,automobile/truck,plausible
far,chair,5699,ship,airplane,-6.47847,-5.77559,0.702882,6.47847,0.99196,-,surprising
far,clock,5147,cat,truck,-6.46493,-5.77559,0.689342,6.46493,0.980387,-,surprising
far,chair,7499,truck,cat,-6.46213,-5.77559,0.686538,6.46213,0.971345,-,surprising
far,mushroom,1138,frog,bird,-6.45852,-5.77559,0.682931,6.45852,0.52278,-,surprising
far,bottle,7012,cat,frog,-6.45805,-5.77559,0.682464,6.45805,0.984641,-,surprising
near,pickup_truck,196,truck,airplane,-6.45645,-5.77559,0.680855,6.45645,0.915208,automobile/truck,plausible
far,chair,3203,airplane,ship,-6.45452,-5.77559,0.678932,6.45452,0.974442,-,surprising
near,bus,1616,horse,airplane,-6.45081,-5.77559,0.675222,6.45081,0.965711,automobile/truck,surprising
near,motorcycle,9345,truck,automobile,-6.44988,-5.77559,0.674292,6.44988,0.695758,automobile/truck,plausible
far,bottle,3011,dog,cat,-6.4443,-5.77559,0.668713,6.4443,0.94979,-,surprising
far,mushroom,1782,bird,deer,-6.44252,-5.77559,0.666933,6.44252,0.984013,-,surprising
far,wardrobe,9186,cat,truck,-6.43917,-5.77559,0.663576,6.43917,0.863789,-,surprising
near,motorcycle,3606,truck,automobile,-6.43598,-5.77559,0.660387,6.43598,0.985397,automobile/truck,plausible
far,bowl,4367,cat,ship,-6.43395,-5.77559,0.658357,6.43395,0.970945,-,surprising
far,chair,3317,airplane,ship,-6.42667,-5.77559,0.651082,6.42667,0.967771,-,surprising
far,bottle,2963,truck,horse,-6.42279,-5.77559,0.647201,6.42279,0.96303,-,surprising
far,sunflower,3089,cat,bird,-6.42237,-5.77559,0.646779,6.42237,0.963274,-,surprising
near,tractor,3840,truck,horse,-6.42209,-5.77559,0.646498,6.42209,0.975201,automobile/truck,plausible
far,sunflower,7989,bird,cat,-6.42099,-5.77559,0.645397,6.42099,0.954434,-,surprising
near,fox,959,dog,cat,-6.41419,-5.77559,0.638603,6.41419,0.788708,dog/cat,plausible
far,bottle,8317,cat,truck,-6.41106,-5.77559,0.635467,6.41106,0.680638,-,surprising
far,mushroom,6668,bird,cat,-6.40682,-5.77559,0.631224,6.40682,0.955299,-,surprising
far,wardrobe,8244,cat,horse,-6.40225,-5.77559,0.626663,6.40225,0.97222,-,surprising
near,fox,7799,horse,deer,-6.39559,-5.77559,0.619994,6.39559,0.973702,dog/cat,surprising
near,wolf,712,dog,cat,-6.38196,-5.77559,0.606366,6.38196,0.859011,dog,plausible
near,tractor,9708,truck,airplane,-6.37964,-5.77559,0.604047,6.37964,0.977653,automobile/truck,plausible
near,wolf,7472,horse,dog,-6.36792,-5.77559,0.592333,6.36792,0.935277,dog,surprising
far,chair,4444,cat,airplane,-6.36454,-5.77559,0.588952,6.36454,0.935994,-,surprising
near,bus,1034,truck,automobile,-6.35022,-5.77559,0.574634,6.35022,0.979819,automobile/truck,plausible
near,camel,5113,bird,dog,-6.34265,-5.77559,0.567054,6.34265,0.658092,horse/deer,surprising
far,sunflower,9209,bird,frog,-6.33512,-5.77559,0.559529,6.33512,0.865871,-,surprising
far,bowl,8656,airplane,cat,-6.32124,-5.77559,0.545646,6.32124,0.918392,-,surprising
far,bowl,6327,automobile,cat,-6.3208,-5.77559,0.545206,6.3208,0.953344,-,surprising
near,leopard,2678,cat,frog,-6.31401,-5.77559,0.538416,6.31401,0.924435,cat,plausible
far,mushroom,3734,cat,deer,-6.31222,-5.77559,0.536631,6.31222,0.959573,-,surprising
far,sunflower,67,dog,automobile,-6.30494,-5.77559,0.529346,6.30494,0.972388,-,surprising
near,leopard,313,frog,cat,-6.29146,-5.77559,0.515868,6.29146,0.920852,cat,surprising
near,camel,7194,deer,horse,-6.28667,-5.77559,0.511074,6.28667,0.883039,horse/deer,plausible
far,wardrobe,7606,truck,cat,-6.28655,-5.77559,0.510958,6.28655,0.96051,-,surprising
near,bus,8497,truck,cat,-6.2845,-5.77559,0.50891,6.2845,0.981945,automobile/truck,plausible
near,pickup_truck,8503,automobile,truck,-6.27872,-5.77559,0.503131,6.27872,0.522433,automobile/truck,plausible
far,mushroom,2005,bird,airplane,-6.27611,-5.77559,0.500518,6.27611,0.858659,-,surprising
near,wolf,4294,deer,cat,-6.27496,-5.77559,0.499366,6.27496,0.937482,dog,surprising
far,bottle,5102,truck,bird,-6.26781,-5.77559,0.492221,6.26781,0.978321,-,surprising
near,fox,669,cat,deer,-6.2652,-5.77559,0.489605,6.2652,0.92717,dog/cat,plausible
far,keyboard,5505,airplane,frog,-6.26414,-5.77559,0.488544,6.26414,0.985396,-,surprising
near,wolf,653,cat,deer,-6.26348,-5.77559,0.487887,6.26348,0.928543,dog,surprising
far,sunflower,4103,dog,bird,-6.26331,-5.77559,0.487719,6.26331,0.943685,-,surprising
far,bottle,7259,truck,automobile,-6.25748,-5.77559,0.481891,6.25748,0.982704,-,surprising
far,clock,4986,truck,automobile,-6.2566,-5.77559,0.481012,6.2566,0.651426,-,surprising
far,clock,7626,automobile,ship,-6.25244,-5.77559,0.476849,6.25244,0.845794,-,surprising
far,bottle,932,cat,airplane,-6.24925,-5.77559,0.473664,6.24925,0.985045,-,surprising
far,mushroom,6729,bird,frog,-6.24838,-5.77559,0.472792,6.24838,0.845607,-,surprising
near,leopard,4611,frog,cat,-6.24804,-5.77559,0.472447,6.24804,0.966418,cat,surprising
near,camel,6037,dog,horse,-6.24685,-5.77559,0.471261,6.24685,0.942007,horse/deer,surprising
near,camel,650,bird,dog,-6.24677,-5.77559,0.471181,6.24677,0.898259,horse/deer,surprising
near,fox,969,cat,dog,-6.24627,-5.77559,0.470675,6.24627,0.937262,dog/cat,plausible
far,clock,2815,ship,airplane,-6.24511,-5.77559,0.469515,6.24511,0.9765,-,surprising
far,chair,8753,truck,automobile,-6.24483,-5.77559,0.469243,6.24483,0.971198,-,surprising
near,leopard,3291,bird,cat,-6.24148,-5.77559,0.465888,6.24148,0.894992,cat,surprising
far,sunflower,1122,bird,frog,-6.23465,-5.77559,0.459057,6.23465,0.964927,-,surprising
near,tractor,8906,airplane,ship,-6.23288,-5.77559,0.457286,6.23288,0.974107,automobile/truck,surprising
far,bottle,9755,ship,frog,-6.22998,-5.77559,0.454391,6.22998,0.864898,-,surprising
far,mushroom,4417,cat,bird,-6.2271,-5.77559,0.451506,6.2271,0.97831,-,surprising
near,wolf,8101,cat,dog,-6.22659,-5.77559,0.451003,6.22659,0.864299,dog,surprising
near,fox,5619,cat,frog,-6.21743,-5.77559,0.441835,6.21743,0.971744,dog/cat,plausible
far,sunflower,9431,bird,dog,-6.21287,-5.77559,0.437278,6.21287,0.971919,-,surprising
near,wolf,1937,cat,dog,-6.21284,-5.77559,0.437246,6.21284,0.821699,dog,surprising
near,pickup_truck,5736,truck,automobile,-6.2126,-5.77559,0.437005,6.2126,0.811728,automobile/truck,plausible
far,chair,7192,dog,cat,-6.20986,-5.77559,0.434267,6.20986,0.969292,-,surprising
near,motorcycle,6416,automobile,airplane,-6.20759,-5.77559,0.431994,6.20759,0.883838,automobile/truck,plausible
near,tractor,1864,truck,dog,-6.20422,-5.77559,0.428626,6.20422,0.980496,automobile/truck,plausible
far,chair,5603,airplane,bird,-6.20372,-5.77559,0.42813,6.20372,0.946495,-,surprising
near,fox,2356,deer,horse,-6.20195,-5.77559,0.426362,6.20195,0.952806,dog/cat,surprising
near,camel,62,horse,deer,-6.20039,-5.77559,0.424801,6.20039,0.798748,horse/deer,plausible
near,motorcycle,5650,automobile,truck,-6.20031,-5.77559,0.424716,6.20031,0.971232,automobile/truck,plausible
far,clock,2945,cat,bird,-6.19304,-5.77559,0.417449,6.19304,0.965141,-,surprising
far,clock,618,ship,cat,-6.19241,-5.77559,0.416815,6.19241,0.94633,-,surprising
near,camel,5253,dog,cat,-6.19076,-5.77559,0.415173,6.19076,0.871041,horse/deer,surprising
far,bowl,7737,automobile,cat,-6.18888,-5.77559,0.413287,6.18888,0.928573,-,surprising
far,wardrobe,1002,cat,truck,-6.18671,-5.77559,0.411124,6.18671,0.823575,-,surprising
near,fox,7503,dog,horse,-6.18638,-5.77559,0.410794,6.18638,0.925972,dog/cat,plausible
