index,group,fine_class,pred,u_msp,u_mls,u_energy,u_mahalanobis,u_proser
8735,near,fox,cat,0.18082702,-3.5288951,-3.7283552,3027.4086,1.3542784e-05
8762,near,fox,dog,0.55618996,-2.3308415,-3.1432002,3447.3694,0.0001268367
9148,near,fox,cat,0.0675168,-3.8427835,-3.9126876,1615.4486,-4.084793e-05
9453,near,fox,cat,0.0020049953,-6.5071778,-6.5091848,174.30777,-0.00024225645
9496,near,fox,bird,0.37522527,-2.6269739,-3.097338,2633.8293,1.0573113e-05
9686,near,fox,bird,0.12721382,-3.6383936,-3.7744583,1979.9018,4.8077921e-05
9842,near,fox,deer,0.0028611042,-6.955997,-6.9588622,890.34454,-0.00016812777
58,near,leopard,cat,0.0055726311,-6.1662989,-6.1718871,720.31961,-0.00022776624
259,near,leopard,cat,0.207178,-3.5849886,-3.8171451,2990.2079,6.8811782e-06
274,near,leopard,frog,0.091112438,-3.527364,-3.6228979,1375.2642,9.318388e-06
288,near,leopard,cat,0.46210524,-2.7939572,-3.4140496,3249.0993,3.6716842e-05
313,near,leopard,cat,0.50153859,-2.9994013,-3.6956304,3257.1764,4.0495633e-06
425,near,leopard,frog,0.44241206,-3.1146917,-3.6988268,3367.2233,2.4806914e-05
477,near,leopard,cat,0.33732547,-2.4770274,-2.8884987,3556.184,4.488853e-05
555,near,leopard,cat,0.007780609,-6.6915469,-6.699358,1656.7921,-0.00021806767
702,near,leopard,ship,0.61056793,-1.4426938,-2.3857597,4890.1154,0.00014286493
945,near,leopard,frog,0.076133672,-4.3938622,-4.4730501,1978.9459,-6.1541598e-05
952,near,leopard,cat,0.0047213486,-6.4020672,-6.4067997,1113.3057,-0.00022367589
1084,near,leopard,deer,0.27940296,-3.5142891,-3.8419643,3604.5075,-5.7419778e-05
1324,near,leopard,cat,0.30867339,-4.12922,-4.4983629,3454.5569,8.5383198e-07
1328,near,leopard,dog,0.079253666,-3.8365755,-3.9191462,1654.8485,-1.872417e-05
1570,near,leopard,cat,0.0047872946,-6.1147661,-6.1195649,722.40155,-0.00022478672
1607,near,leopard,frog,0.047220215,-4.7738571,-4.8222286,1464.4258,-2.6372764e-05
1620,near,leopard,cat,0.065355516,-4.59864,-4.666229,2754.2965,-6.6515633e-05
1771,near,leopard,deer,0.19431525,-4.9836144,-5.1996772,3027.6549,-7.9018901e-05
1843,near,leopard,deer,0.006881312,-6.2801991,-6.2871041,744.78534,-0.00018307184
1994,near,leopard,frog,0.047687894,-4.5274,-4.5762625,1902.1183,-0.00011683534
2211,near,leopard,deer,0.38281816,-3.4495747,-3.9321663,2857.2366,1.4661751e-06
2570,near,leopard,cat,0.0022612872,-6.6253657,-6.6276296,384.12913,-0.00022445343
2647,near,leopard,bird,0.35996797,-5.0248742,-5.4711113,2940.5363,6.002883e-05
2678,near,leopard,cat,0.03877188,-4.7287064,-4.7682499,1440.3977,-0.00011160367
3009,near,leopard,deer,0.12145654,-3.709708,-3.8391979,3026.0536,-3.6567674e-05
3074,near,leopard,frog,0.45266517,-3.1367195,-3.739414,3417.5359,-4.2191562e-05
3104,near,leopard,cat,0.00092325608,-7.1378803,-7.138804,147.60897,-0.00027772253
3200,near,leopard,deer,0.17318335,-3.6771059,-3.8672782,2019.9159,-1.9664857e-05
3291,near,leopard,bird,0.26960956,-3.5122085,-3.8263845,3198.0227,3.4560042e-05
3338,near,leopard,cat,0.10542857,-4.4886703,-4.6000809,1502.9912,-0.00012213023
3346,near,leopard,cat,0.02345328,-4.8769183,-4.900651,1543.9451,-0.0001314834
3379,near,leopard,bird,0.0033871132,-6.9398274,-6.9432203,1002.5482,-0.00024098692
3549,near,leopard,cat,0.42065402,-4.208796,-4.7546515,2588.8929,-4.2262538e-05
3567,near,leopard,dog,0.0017093333,-7.0186839,-7.0203947,757.0989,-0.00025119756
4118,near,leopard,frog,0.17967209,-3.6511967,-3.8492478,2132.4489,1.7781777e-05
4238,near,leopard,dog,0.0022712205,-6.8862314,-6.8885052,307.54378,-0.00023187239
4278,near,leopard,bird,0.30657589,-2.6998742,-3.0659876,4043.1341,8.3713379e-05
4320,near,leopard,cat,0.10980033,-4.6707053,-4.7870148,3261.7931,-0.00013261983
4609,near,leopard,cat,0.060169893,-4.3575459,-4.419602,2384.9222,-8.8304552e-05
4611,near,leopard,frog,0.30537932,-3.469404,-3.8337934,2736.8138,6.7910211e-06
4677,near,leopard,cat,0.00015800358,-8.7053375,-8.7054955,526.77093,-0.00035959715
4943,near,leopard,deer,0.12607773,-3.8021049,-3.9368688,2573.5803,2.8897081e-05
4971,near,leopard,cat,0.016805005,-5.4738116,-5.4907594,1439.6448,-0.00018757282
4992,near,leopard,cat,0.048540627,-4.6853652,-4.7351235,1913.9542,-0.00013053279
5016,near,leopard,deer,0.12471806,-4.1710539,-4.3042631,2832.8893,-7.2138524e-05
5109,near,leopard,cat,0.4295059,-3.0493679,-3.6106204,3567.4657,5.2453418e-05
5142,near,leopard,cat,0.085343516,-4.0336032,-4.1228099,2200.3471,-8.1225614e-05
5185,near,leopard,frog,0.45388335,-1.9185562,-2.5234789,2560.7061,0.0001263676
5210,near,leopard,cat,0.018583831,-4.7499118,-4.7686705,960.42099,-0.00015094578
5231,near,leopard,cat,0.42856631,-2.9973996,-3.5570064,3411.9887,1.6829428e-05
5316,near,leopard,cat,0.013454172,-5.7776604,-5.7912059,1636.185,-0.00017589678
5328,near,leopard,deer,0.17295276,-3.6246395,-3.814533,2415.8621,3.5987906e-05
5399,near,leopard,cat,0.0020810492,-6.6037297,-6.6058129,242.1261,-0.00023485378
5449,near,leopard,truck,0.5643006,-2.025429,-2.8562317,4432.1831,0.00011966909
5458,near,leopard,cat,0.041049866,-4.7495441,-4.7914603,2046.9323,-0.00013383413
5472,near,leopard,frog,0.43425276,-3.0519257,-3.6215335,3713.8549,8.944538e-05
5478,near,leopard,frog,0.35898909,-3.2445884,-3.6892972,2768.5284,2.209411e-05
5698,near,leopard,frog,0.0037645168,-6.66014,-6.6639117,460.21082,-0.00016097721
5819,near,leopard,cat,0.014626994,-5.5153403,-5.5300754,964.79493,-0.00017772388
5905,near,leopard,frog,0.0089599123,-5.8400631,-5.8490634,558.40665,-0.00013938012
6055,near,leopard,cat,0.00016852769,-9.1533327,-9.1535013,1216.9336,-0.00038068933
6061,near,leopard,frog,0.36445388,-2.9126248,-3.3658955,3702.2877,8.5253223e-05
6293,near,leopard,bird,0.42855266,-2.351372,-2.9109549,2838.6132,0.00011322742
6395,near,leopard,frog,0.016268359,-5.3532734,-5.3696755,889.46717,-0.00011281144
6401,near,leopard,frog,0.0055358678,-6.342648,-6.3481993,415.83322,-0.00014911848
6409,near,leopard,cat,0.0092808442,-5.572443,-5.5817672,1764.9601,-0.00018958007
6735,near,leopard,cat,0.10979805,-3.6625829,-3.7788898,2331.1115,-2.1522754e-05
6767,near,leopard,frog,0.11229647,-4.6450167,-4.7641341,2050.5188,-7.3872179e-05
6924,near,leopard,frog,0.0085978702,-5.6479559,-5.6565909,1132.9389,-0.00015810305
7078,near,leopard,cat,0.21036398,-2.7678442,-3.0040274,2813.1438,3.5542503e-05
7283,near,leopard,deer,0.083801449,-4.2927604,-4.3802826,3131.7582,-9.7744335e-05
7367,near,leopard,cat,0.0099623889,-5.7689018,-5.7789142,1325.9395,-0.00019117562
7407,near,leopard,cat,0.079132212,-4.7720947,-4.8545335,2971.8147,-7.0281594e-05
7412,near,leopard,frog,0.052261612,-5.0800142,-5.133691,1759.4456,-4.3442968e-05
7417,near,leopard,frog,0.63181857,-1.4473906,-2.44657,3991.559,0.00015525482
7427,near,leopard,cat,0.007002426,-5.6601958,-5.6672229,1539.4538,-0.00015907236
7495,near,leopard,deer,0.15069341,-3.6556618,-3.8189969,1936.7928,6.5855419e-05
7609,near,leopard,cat,0.19204227,-3.23771,-3.4509555,2278.003,3.7451531e-05
7772,near,leopard,deer,0.033194023,-4.5767136,-4.610471,1265.9892,3.5084925e-05
7950,near,leopard,dog,0.17331076,-4.0145063,-4.2048328,1722.6138,2.6826755e-05
7974,near,leopard,cat,0.25372592,-2.4239471,-2.7166094,2818.1754,5.6822667e-05
8310,near,leopard,frog,0.41298474,-2.9400401,-3.4727446,3243.8782,2.7854873e-05
8324,near,leopard,cat,0.0053551069,-6.3849769,-6.3903464,1611.9302,-0.00021577273
8334,near,leopard,frog,0.080201132,-4.6219225,-4.7055227,2323.9655,-3.1646775e-05
8454,near,leopard,cat,0.010814373,-6.0715714,-6.0824446,2065.2795,-0.00021289664
8504,near,leopard,cat,0.063107898,-4.1426306,-4.2078177,1748.8554,-4.6776213e-05
8695,near,leopard,frog,0.037287969,-4.8541374,-4.8921384,1498.6084,-0.00013022883
8774,near,leopard,cat,0.081408789,-4.1756639,-4.260578,2185.8082,-9.0086264e-05
8904,near,leopard,frog,0.046334187,-5.5383115,-5.5857535,1360.485,-6.3949311e-05
9058,near,leopard,frog,0.34735148,-2.7175689,-3.1442854,3362.2516,4.3750263e-05
9187,near,leopard,cat,0.00087115715,-7.252368,-7.2532395,344.83407,-0.00028184733
9238,near,leopard,frog,0.032513818,-4.8324199,-4.865474,1406.9671,-0.00012088815
9261,near,leopard,frog,0.025886718,-5.4945178,-5.5207455,1736.5385,-0.00015609132
9318,near,leopard,cat,0.22213135,-3.0198612,-3.2710588,3036.9695,3.3413589e-05
9406,near,leopard,cat,0.0023901068,-6.7659278,-6.7683208,844.39044,-0.00025446955
9575,near,leopard,frog,0.0033387751,-6.6690793,-6.6724237,267.19716,-0.00017517946
9612,near,leopard,frog,0.022898835,-5.208324,-5.231489,1084.3437,-5.069065e-05
9914,near,leopard,frog,0.074796029,-4.2100883,-4.2878293,2139.3238,-2.6304812e-05
9936,near,leopard,cat,0.03673884,-5.1354065,-5.1728372,1611.3949,-0.00015826962
9998,near,leopard,frog,0.11075582,-3.9628291,-4.0802125,1788.1791,-9.8153579e-06
6,near,camel,bird,0.50459819,-1.437474,-2.1398601,3130.3232,0.00014160798
62,near,camel,horse,0.063019661,-4.2274165,-4.2925095,2294.1088,-0.00013012305
317,near,camel,bird,0.13251408,-3.7929339,-3.9350899,2071.7897,-5.1437264e-05
540,near,camel,deer,0.0037902394,-7.1786413,-7.1824388,1545.1632,-0.00024898005
650,near,camel,bird,0.023819627,-5.7464862,-5.7705941,1562.2828,-9.2494045e-05
717,near,camel,horse,0.41831947,-2.2768149,-2.8186488,3319.854,5.5046761e-05
751,near,camel,cat,0.37172789,-2.5457287,-3.0105106,4227.3937,4.0351548e-06
769,near,camel,airplane,0.021748157,-4.7291312,-4.7511194,1458.154,-2.2049664e-05
811,near,camel,deer,0.0067716666,-6.667624,-6.6744187,1128.7436,-0.00020302575
900,near,camel,deer,0.013576173,-5.3363228,-5.349992,978.16685,-5.7687548e-05
902,near,camel,dog,0.21591486,-3.0728786,-3.3161163,2819.0285,9.6013091e-06
915,near,camel,dog,0.094508285,-4.5291486,-4.6284257,2554.3187,2.2498682e-05
992,near,camel,horse,0.14238522,-3.7909579,-3.9445582,3032.695,-7.5660695e-05
1060,near,camel,horse,0.02770956,-4.6383042,-4.6664049,1223.8334,-0.00015351662
1085,near,camel,dog,0.5885851,-2.4196286,-3.3077817,3683.7456,0.0001328259
1184,near,camel,deer,0.080753524,-4.017745,-4.101946,2079.6449,-2.6234067e-05
1423,near,camel,dog,0.25176323,-3.7906928,-4.0807286,2829.7647,4.714491e-06
1510,near,camel,deer,0.21582706,-4.629355,-4.8724806,2592.751,-6.2827445e-05
1572,near,camel,deer,0.0081653921,-5.5778255,-5.5860245,833.14517,-0.00017217411
1573,near,camel,airplane,0.0089319223,-5.6602635,-5.6692356,990.45132,-8.6883879e-05
1588,near,camel,dog,0.13147133,-4.5401058,-4.6810605,2806.3001,-9.4112127e-05
1687,near,camel,dog,0.026422686,-5.8034081,-5.8301862,919.06781,-9.5671913e-05
1882,near,camel,dog,0.19700035,-3.8278708,-4.0472718,2430.7616,-3.7812123e-05
2051,near,camel,horse,0.19539194,-3.7361817,-3.9535817,2341.5015,-0.00010739208
2145,near,camel,deer,0.012938206,-5.5402522,-5.5532748,1517.6346,-6.8619596e-05
2267,near,camel,horse,0.15859047,-3.4951956,-3.6678724,2779.533,-7.1038968e-05
2315,near,camel,horse,0.077994615,-3.5874302,-3.6686345,1392.8973,-8.4965531e-05
2415,near,camel,deer,0.22272224,-3.0360215,-3.287979,3200.8848,9.3632675e-06
2712,near,camel,deer,0.16440902,-3.943609,-4.123225,2622.872,1.583726e-05
2774,near,camel,horse,0.60174432,-2.2131498,-3.1338108,3642.2627,0.00014045755
2834,near,camel,deer,0.36079235,-2.8386271,-3.286153,3946.2563,2.5870779e-07
2946,near,camel,dog,0.04968537,-5.3460441,-5.3970062,1114.5732,-2.8896335e-05
2948,near,camel,deer,0.0034249963,-6.6432991,-6.64673,789.459,-0.00020384828
3153,near,camel,truck,0.13463002,-3.7292602,-3.8738583,3918.6593,-3.8612972e-05
3319,near,camel,dog,0.0084835555,-6.2532439,-6.2617637,1481.845,-9.2476611e-05
3831,near,camel,horse,0.30566129,-2.9370563,-3.3018517,2901.5694,-2.077016e-05
3884,near,camel,dog,0.43455895,-2.1931181,-2.7632673,2621.6335,0.00017502576
3930,near,camel,ship,0.59052187,-1.7465048,-2.6393766,3876.6581,0.0001466402
3985,near,camel,deer,0.41858018,-3.5920525,-4.1343347,2767.9676,0.00014297798
4234,near,camel,deer,0.091748148,-3.7790861,-3.8753197,2960.9301,-6.2246962e-05
4345,near,camel,dog,0.53095954,-2.4779534,-3.2350197,3649.6698,0.00012301113
4415,near,camel,airplane,0.57361394,-2.6107521,-3.4631622,2647.9018,0.00024349929
4435,near,camel,dog,0.0013531765,-7.2554655,-7.2568196,253.28368,-0.00026022105
4519,near,camel,cat,0.6703921,-1.7970908,-2.9069423,4926.8007,0.00010912532
4736,near,camel,bird,0.099875503,-3.9065764,-4.0117986,1535.8597,1.9498665e-05
4894,near,camel,cat,0.56628751,-2.0229032,-2.8582766,3818.6418,9.8670078e-05
5029,near,camel,deer,0.0088743517,-5.6164107,-5.6253247,805.01469,-0.0001728244
5032,near,camel,airplane,0.4275247,-2.5777206,-3.1355063,4282.3935,8.4602739e-05
5113,near,camel,bird,0.11947756,-5.3542666,-5.4815065,3497.2053,-0.00012271361
5119,near,camel,airplane,0.063977968,-4.2641907,-4.3303069,2345.0961,-4.1770544e-05
5218,near,camel,deer,0.14008896,-3.5951121,-3.7460384,2685.1006,-8.8564134e-06
5249,near,camel,dog,0.12098808,-4.425643,-4.5545998,2108.4072,-3.6171891e-05
5253,near,camel,cat,0.10943459,-3.9157534,-4.0316521,2528.6105,-4.4813106e-05
5285,near,camel,deer,0.13240844,-3.7885664,-3.9306006,2220.1566,0.00010068826
5293,near,camel,horse,0.1216335,-4.4438624,-4.5735538,3570.0378,-0.000133784
5455,near,camel,horse,0.41980302,-2.821996,-3.3663836,4030.2015,1.9759991e-05
5494,near,camel,deer,0.24411154,-3.5927455,-3.872607,3499.4358,-7.2811297e-06
5516,near,camel,bird,0.34870324,-2.448679,-2.8774689,2992.2559,9.3461749e-05
5519,near,camel,horse,0.071942352,-4.2106023,-4.2852637,1989.2939,-0.00011887464
5532,near,camel,airplane,0.23577901,-3.4502678,-3.7191661,2249.3196,0.00017580165
5664,near,camel,dog,0.0011854408,-7.4374375,-7.4386237,921.80798,-0.00027926446
5762,near,camel,bird,0.00083303461,-7.9505897,-7.951423,1154.6737,-0.00029537884
6037,near,camel,dog,0.13411217,-3.4662387,-3.6102386,2214.4928,-8.1402487e-06
6044,near,camel,bird,0.11257669,-4.045187,-4.1646202,2269.2127,-4.2855937e-05
6417,near,camel,bird,0.20698515,-4.3989053,-4.6308186,2607.1931,-8.0749889e-05
6418,near,camel,deer,0.0015857441,-6.9669361,-6.9685231,483.84006,-0.00025296248
6475,near,camel,horse,0.083464403,-4.2331247,-4.3202791,2069.4702,-0.00012990972
6616,near,camel,dog,0.0090150302,-5.5474734,-5.5565293,516.00779,-0.00013170833
6778,near,camel,dog,0.0052290793,-6.2197299,-6.2249727,1125.4175,-0.00019674575
7128,near,camel,horse,0.38113934,-2.4519947,-2.9318698,3917.64,6.7956111e-05
7194,near,camel,deer,0.3664566,-3.0853651,-3.5417918,4065.5962,-2.0525935e-05
7200,near,camel,bird,0.022243132,-5.3046947,-5.3271889,1606.5059,-5.7161809e-05
7298,near,camel,horse,0.011275248,-5.4188886,-5.4302279,1465.03,-0.00023059309
7333,near,camel,horse,0.64262749,-1.1457796,-2.1747562,4477.4714,0.00015497173
7379,near,camel,bird,0.51066206,-1.70996,-2.4246619,3560.6123,0.00013663454
7445,near,camel,bird,0.093416963,-4.2139654,-4.3120381,2385.5032,-9.8075244e-05
7750,near,camel,dog,0.37082249,-2.2654901,-2.7288319,2628.9392,0.00010678104
7800,near,camel,dog,0.22256767,-3.205946,-3.4577046,2471.5584,7.5977363e-05
7912,near,camel,dog,0.24129871,-3.5936952,-3.8698423,2900.5565,-1.9647625e-05
8143,near,camel,cat,0.00086833029,-7.5444608,-7.5453295,600.73119,-0.00030427138
8231,near,camel,horse,0.47223251,-1.9940417,-2.6331411,3972.6892,0.00015158333
8447,near,camel,deer,0.37149992,-2.7270169,-3.1914361,2868.6131,0.00016812097
8598,near,camel,deer,0.39544567,-2.6106305,-3.1138942,3719.2369,6.0569822e-05
8604,near,camel,deer,0.11836977,-4.6770139,-4.8029964,2415.5662,-0.00013987262
8648,near,camel,bird,0.029109614,-4.4152417,-4.4447834,1179.5942,-9.0087527e-05
8732,near,camel,airplane,0.025357015,-4.7569671,-4.7826511,1683.1285,-3.8248564e-05
8780,near,camel,horse,0.031977295,-4.3958735,-4.4283733,1369.2865,-0.00013598269
8800,near,camel,deer,0.24607214,-3.1849787,-3.4674373,3104.2557,6.9571025e-05
8834,near,camel,dog,0.10450483,-4.7665772,-4.8769557,2610.736,-0.00011162217
9014,near,camel,dog,0.52516374,-2.5887015,-3.3334867,4073.2864,7.7247175e-05
9093,near,camel,bird,0.19262848,-3.4131322,-3.6271035,3242.6846,-4.8970922e-05
9110,near,camel,horse,0.022905062,-4.9329143,-4.9560857,1450.8703,-0.00015396969
9142,near,camel,horse,0.015765394,-4.9188414,-4.9347324,1196.3922,-0.00017068913
9266,near,camel,dog,0.054648727,-4.8380332,-4.8942319,1818.6771,-6.8070862e-05
9362,near,camel,bird,0.17313871,-3.3514054,-3.5415237,2307.1319,-4.4550136e-05
9412,near,camel,cat,0.023794675,-4.8780355,-4.9021179,1662.568,-0.00016618519
9531,near,camel,dog,0.0021208542,-6.8806424,-6.8827655,707.03544,-0.00024592766
9611,near,camel,bird,0.71653471,-1.0665522,-2.3272178,4453.1187,0.0001494797
9647,near,camel,horse,0.39033415,-2.3965194,-2.8913637,5366.4349,0.0001582795
9743,near,camel,dog,0.26611439,-2.9153669,-3.224769,2705.3337,0.00017576456
52,far,bottle,bird,0.15157483,-2.9308774,-3.0952508,2081.8014,3.4220851e-05
114,far,bottle,cat,0.50845604,-2.1812236,-2.8914275,4266.1707,0.00010363558
170,far,bottle,ship,0.14273731,-3.5135691,-3.66758,2694.0884,-2.8731015e-05
340,far,bottle,ship,0.0011604551,-7.5878239,-7.588985,1009.1207,-0.00024577918
455,far,bottle,truck,0.22588206,-2.8366892,-3.0927203,2700.9371,4.8634847e-05
575,far,bottle,bird,0.5650128,-1.4631872,-2.2956259,3873.8002,0.00015907883
594,far,bottle,truck,0.19651905,-2.6384931,-2.8572949,3340.4742,5.7587297e-05
864,far,bottle,bird,0.064337483,-4.1041503,-4.1706507,1561.4634,-5.7040321e-05
932,far,bottle,cat,0.031577158,-4.4664068,-4.4984933,1171.0453,-0.0001250508
997,far,bottle,ship,0.43173351,-2.3718677,-2.9370325,3795.7056,5.9835921e-05
1015,far,bottle,ship,0.5489848,-2.1476882,-2.9439424,4619.9621,0.00012278986
1045,far,bottle,deer,0.35100409,-2.11901,-2.5513388,3018.758,7.6091883e-05
1130,far,bottle,ship,0.6497173,-2.0398755,-3.0888902,4009.0546,0.00017319615
1135,far,bottle,ship,0.13783026,-3.8923907,-4.0406938,3259.2518,-5.9448598e-05
1318,far,bottle,cat,0.34666464,-3.1438384,-3.5695031,3960.2658,6.136928e-05
1429,far,bottle,bird,0.4699971,-2.5098701,-3.1447429,3539.7162,0.00015860687
1438,far,bottle,airplane,0.46259349,-2.3998458,-3.0208463,3292.4651,5.1861848e-05
1487,far,bottle,ship,0.4945514,-2.0242746,-2.7065835,3885.5841,0.00012457334
1514,far,bottle,ship,0.0045551438,-7.0049567,-7.0095223,1898.0774,-0.00026644225
1562,far,bottle,bird,0.012892371,-5.363204,-5.3761802,983.33278,-9.8547223e-05
1899,far,bottle,cat,0.010254221,-6.0495358,-6.0598429,2147.3593,-0.00022601466
1932,far,bottle,ship,0.24289735,-4.4361663,-4.7144227,3488.2161,-4.0905376e-05
2011,far,bottle,bird,0.44589872,-2.4793398,-3.0697476,3202.1951,5.2824335e-05
2314,far,bottle,automobile,0.14778888,-4.026113,-4.186034,3809.091,1.4919731e-05
2428,far,bottle,cat,0.35788881,-3.3398142,-3.782808,3145.4586,7.639623e-06
2510,far,bottle,cat,0.0010268621,-7.1697755,-7.1708029,886.6526,-0.00028230033
2550,far,bottle,truck,0.15502469,-3.5648282,-3.733276,3218.8476,2.8937658e-05
2822,far,bottle,ship,0.086605035,-3.9274688,-4.0180557,2447.1677,-1.5530174e-05
2963,far,bottle,truck,0.021127007,-5.0719776,-5.093331,1868.212,-0.00010621082
2993,far,bottle,truck,0.52905303,-2.4391789,-3.1921887,4364.2716,3.8738393e-05
3011,far,bottle,dog,0.01664438,-5.3015146,-5.3182991,1398.992,-0.00013726684
3122,far,bottle,cat,0.2456201,-3.3713229,-3.6531821,3161.1176,3.1175259e-05
3216,far,bottle,ship,0.16123517,-2.97088,-3.1467049,2471.7199,7.0043883e-06
3232,far,bottle,ship,0.018155438,-5.4356751,-5.4539974,950.52681,-0.00010311183
3316,far,bottle,cat,0.54671618,-2.405937,-3.1971738,4331.4255,8.8071019e-05
3350,far,bottle,ship,0.019209694,-5.2170186,-5.2364152,2359.3103,-0.00014432163
3444,far,bottle,automobile,0.14640507,-3.6701138,-3.8284123,2882.8771,-6.7365605e-06
3548,far,bottle,ship,0.10908952,-3.671474,-3.7869853,2496.1242,-4.8100842e-05
3888,far,bottle,cat,9.479802e-05,-9.3560781,-9.356173,1201.2021,-0.00039582499
3906,far,bottle,ship,0.55863112,-2.000035,-2.8179093,3400.6202,9.7936623e-05
4065,far,bottle,truck,0.44020784,-1.6903921,-2.2705818,4279.1501,0.00016438569
4077,far,bottle,cat,0.0092798524,-5.647903,-5.6572261,1579.6949,-0.00018411269
4325,far,bottle,cat,0.52646828,-2.0365007,-2.7840371,3376.2652,0.00015130753
4332,far,bottle,bird,0.18526309,-3.3476341,-3.5525241,2691.8409,3.8020614e-05
4334,far,bottle,cat,0.056108739,-5.3723021,-5.4300464,2302.1154,-0.00017438315
4683,far,bottle,bird,0.40075267,-2.8138764,-3.3259572,3152.2739,4.0824701e-05
4708,far,bottle,airplane,0.32994084,-3.0907922,-3.4911814,3599.1491,3.1423538e-05
4818,far,bottle,truck,0.37241495,-2.6131911,-3.0790672,4594.4026,6.4592189e-05
4848,far,bottle,dog,0.61506072,-1.5433784,-2.498048,4588.2677,0.00012239541
4956,far,bottle,cat,0.070679934,-3.8624558,-3.9357579,2170.6199,-0.00010348605
4981,far,bottle,truck,0.27811102,-3.3009691,-3.626853,3227.2266,7.6257654e-05
5030,far,bottle,frog,0.52089693,-2.5252182,-3.2610578,3395.4954,0.00013595446
5102,far,bottle,truck,0.04035059,-4.3018689,-4.3430562,2272.1976,-8.5300211e-05
5324,far,bottle,truck,0.71529532,-0.66746241,-1.9237653,4404.6911,0.00020233112
5440,far,bottle,ship,0.19359092,-3.7574728,-3.9726369,2279.1567,-2.8255326e-05
5686,far,bottle,cat,0.0080634773,-6.2061205,-6.2142167,1054.6659,-0.00021876111
5810,far,bottle,ship,0.003668,-6.6824312,-6.686106,800.98975,-0.00018609591
5981,far,bottle,cat,0.0033736756,-6.7036309,-6.7070103,1435.0685,-0.00023749781
5993,far,bottle,cat,0.0045359478,-6.3405409,-6.3450872,722.15427,-0.0002273262
6018,far,bottle,airplane,0.029071611,-4.8798609,-4.9093634,2264.3733,-0.0001345842
6025,far,bottle,cat,0.38640781,-2.1540647,-2.6424894,2744.303,6.4029129e-05
6089,far,bottle,ship,0.064720752,-4.1753173,-4.2422274,2263.9138,-9.3114995e-05
6168,far,bottle,cat,0.33024993,-2.1814916,-2.5823423,3407.2047,8.9730652e-05
6214,far,bottle,ship,0.075769718,-4.022275,-4.101069,2239.7716,9.8746504e-06
6217,far,bottle,frog,0.28732468,-2.5695059,-2.9082353,2201.7777,7.5596346e-05
6239,far,bottle,cat,0.45691567,-2.1690757,-2.7795664,3823.679,0.00010307609
6440,far,bottle,truck,0.030266138,-6.0354514,-6.066185,3475.8947,-0.00013265706
6472,far,bottle,ship,0.0089554112,-6.0676112,-6.076607,2582.8652,-0.00020231727
6507,far,bottle,cat,0.0054984873,-6.4600453,-6.465559,2046.0816,-0.00026015803
6602,far,bottle,ship,0.015331932,-5.2867751,-5.3022258,2113.2389,-0.00019547998
6788,far,bottle,truck,0.23910264,-2.915869,-3.1891258,3313.3501,1.6315427e-05
6886,far,bottle,bird,0.30215751,-3.0276191,-3.387381,2576.2281,9.5151634e-06
6899,far,bottle,ship,0.0081179229,-5.8911443,-5.8992953,592.99529,-0.00012081698
7012,far,bottle,cat,0.018870056,-4.9346385,-4.9536889,1664.6706,-0.00014505681
7077,far,bottle,cat,0.38692761,-2.8055549,-3.2948271,4510.2734,7.7760906e-05
7093,far,bottle,dog,0.32564376,-3.1568518,-3.5508485,2869.0383,4.9626828e-05
7259,far,bottle,truck,0.014211044,-5.1843371,-5.1986501,861.56775,-7.6728389e-05
7406,far,bottle,cat,0.26160882,-3.6037247,-3.9070063,3342.5616,9.0813527e-06
7415,far,bottle,ship,0.11323449,-3.9798241,-4.0999988,2883.1972,-6.0464958e-06
7423,far,bottle,ship,0.39105625,-2.0599129,-2.5559423,4074.2355,9.239316e-05
7443,far,bottle,cat,0.00055056652,-7.981421,-7.9819717,1050.5721,-0.00031809783
7728,far,bottle,cat,0.015328795,-5.031837,-5.0472845,1093.3149,-0.00017955598
7850,far,bottle,ship,0.15651622,-3.2083633,-3.3785779,2384.5641,3.6529376e-05
8088,far,bottle,cat,0.54932509,-1.8735484,-2.6705574,4244.817,9.9074203e-05
8090,far,bottle,ship,0.42574953,-2.3143148,-2.8690045,3554.8447,4.8535351e-05
8309,far,bottle,ship,0.31759045,-3.0555677,-3.437693,4161.8953,6.1097323e-05
8317,far,bottle,cat,0.36391155,-4.2288895,-4.6813071,3203.5029,-3.5390104e-05
8462,far,bottle,bird,0.2887991,-2.4837544,-2.8245547,2422.6633,9.8809556e-05
8644,far,bottle,frog,0.45284174,-2.3304768,-2.933494,2888.4359,3.6803499e-05
8812,far,bottle,truck,0.24427978,-3.4905698,-3.7706539,2930.1845,3.4034031e-05
9044,far,bottle,cat,0.021690159,-5.046999,-5.0689278,1091.836,-0.00014855524
9052,far,bottle,truck,0.22057208,-3.3977234,-3.6469185,3121.9546,6.8797171e-05
9107,far,bottle,cat,0.25884694,-3.530005,-3.8295531,3626.8568,-4.0608186e-05
9126,far,bottle,truck,0.034110715,-4.5507326,-4.5854387,2217.2991,-0.00010620503
9347,far,bottle,ship,0.52679296,-1.6778139,-2.4260362,4284.9514,0.00014148312
9357,far,bottle,ship,0.0089273312,-5.9398489,-5.9488163,1998.4605,-0.00019244604
9716,far,bottle,cat,0.10747756,-4.0221596,-4.1358632,2519.014,-2.0762656e-05
